message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.368584063";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.368420832";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.358651908";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.352840753";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.352869638";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.342026666";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.337029256";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.336088320";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.326563892";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.320462063";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.320446293";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.310113576";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.304843553";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.303836934";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.294559502";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.288285279";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.288326599";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.278889547";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.272765536";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.272712117";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.262276449";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.256892609";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.255872524";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.246534151";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.240216350";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.240122993";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.230778979";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.224524750";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.224197417";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.214217822";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.208706764";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.208424601";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.198530450";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.192696443";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.192517219";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.182639618";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.176790501";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.176748634";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.166228785";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.160252769";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.160214163";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.150652775";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.144683529";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.144549133";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.134010942";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.128986751";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.127977977";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.118415686";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.112320420";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.112320420";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.102626009";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.096760120";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.096790888";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.086913123";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.081167648";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.081027211";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.070381399";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.064450361";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.064208841";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.054868870";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.048621228";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.048503192";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.038887739";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.032864865";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.031939270";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.022207683";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.016342219";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.016123542";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358772.006560090";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358772.000759616";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358772.000516673";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.989986593";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.984851302";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.983908403";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.974420802";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.968832081";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.968377972";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.958674446";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.953122517";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.952333688";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.941957106";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.937271644";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.936520767";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.926402381";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.920295042";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.919905754";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.910895056";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.904507714";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.904394503";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.894328477";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.888837078";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.888662380";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.878713658";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.873068700";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.872819981";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.862280714";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim1.sim";"1694358771.856389488";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim2.sim";"1694358771.856141510";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.248889, y=5.544445])";"30";"turtlesim3.sim";"1694358771.846769739";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
